SEASON,RANK,PLAYER,AGE,TEAM,POSITION,GP,G,A,PTS,PLUS_MIN,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO_PCT,BLK,HIT,TAKE,GIVE
2024_2025,643,Linus Karlsson,25,VAN,C,23,3,3,6,5,6,2,1,0,1,2,1,0,28,10.7,57,251:28:00,10:56,1,4,20,8,27,3,6
2024_2025,644,Jonathan Lekkerimaki,20,VAN,RW,24,3,3,6,-6,2,3,0,0,0,1,2,0,30,10,57,300:08:00,12:30,0,1,0,6,16,4,8
2024_2025,645,Artyom Levshunov,19,CHI,D,18,0,6,6,-13,8,0,0,0,0,4,2,0,21,0,66,365:41:00,20:19,0,0,,20,19,4,26
2024_2025,646,Jonathon Merrill,32,MIN,D,70,2,4,6,-8,20,2,0,0,0,4,0,0,47,4.3,111,986:39:00,14:06,0,0,,85,41,14,64
2024_2025,647,Scott Morrow,22,CAR,D,14,1,5,6,4,0,1,0,0,0,5,0,0,23,4.3,61,221:10:00,15:48,0,0,,16,3,5,21
2024_2025,648,Nikita Nesterenko,23,ANA,C,20,4,2,6,-4,2,4,0,0,0,2,0,0,20,20,41,206:20:00,10:19,0,3,0,7,46,2,7
2024_2025,649,Jani Nyman,20,SEA,RW,12,3,3,6,-3,4,1,2,0,0,2,1,0,22,13.6,48,167:50:00,13:59,1,0,100,7,13,2,5
2024_2025,650,Anthony Richard,28,PHI,C,15,2,4,6,-3,0,2,0,0,0,3,1,0,19,10.5,36,185:27:00,12:22,0,2,0,8,8,3,6
2024_2025,651,Derek Ryan,38,EDM,C,36,1,5,6,-4,12,1,0,0,0,5,0,0,20,5,42,336:49:00,9:21,151,99,60.4,21,25,9,11
2024_2025,652,Landon Slaggert,22,CHI,LW,33,2,4,6,-7,23,2,0,0,1,4,0,0,34,5.9,60,406:09:00,12:18,0,1,0,13,25,9,12
2024_2025,653,Brendan Smith,35,DAL,D,32,1,5,6,-9,33,0,0,1,0,5,0,0,27,3.7,80,422:41:00,13:13,0,0,,23,41,7,28
2024_2025,654,Arber Xhekaj,24,MTL,D,70,1,5,6,-13,118,1,0,0,0,5,0,0,69,1.4,175,1023:41:00,14:37,0,0,,63,180,16,59
2024_2025,655,Dennis Gilbert,28,2TM,D,29,0,6,6,-3,50,0,0,0,0,6,0,0,9,0,30,303:51:00,10:29,0,0,,36,63,6,13
2024_2025,655,Dennis Gilbert,28,BUF,D,25,0,5,5,-3,50,0,0,0,0,5,0,0,5,0,21,251:45:00,10:04,0,0,,29,52,4,9
2024_2025,655,Dennis Gilbert,28,OTT,D,4,0,1,1,0,0,0,0,0,0,1,0,0,4,0,9,52:06:00,13:02,0,0,,7,11,2,4
2024_2025,656,Oliver Wahlstrom,24,2TM,RW,43,3,3,6,-6,37,3,0,0,1,2,1,0,54,5.6,105,439:43:00,10:14,6,2,75,30,34,5,11
2024_2025,656,Oliver Wahlstrom,24,NYI,RW,27,2,2,4,-6,9,2,0,0,1,1,1,0,30,6.7,54,271:37:00,10:04,1,1,50,18,7,3,8
2024_2025,656,Oliver Wahlstrom,24,BOS,RW,16,1,1,2,0,28,1,0,0,0,1,0,0,24,4.2,51,168:06:00,10:30,5,1,83.3,12,27,2,3
2024_2025,657,Rodrigo Abols,29,PHI,C,22,2,3,5,-10,4,2,0,0,0,3,0,0,25,8,48,202:11:00,9:11,66,47,58.4,12,25,4,14
2024_2025,658,Isaiah George,20,NYI,D,33,1,4,5,-3,6,1,0,0,1,4,0,0,26,3.8,74,516:20:00,15:39,0,0,,34,14,6,26
2024_2025,659,Jordan Harris,24,CBJ,D,33,1,4,5,-1,6,1,0,0,0,4,0,0,15,6.7,39,375:47:00,11:23,0,0,,35,23,4,16
2024_2025,660,Tyson Kozak,22,BUF,C,21,3,2,5,-2,2,2,1,0,0,2,0,0,11,27.3,35,220:17:00,10:29,67,78,46.2,23,26,2,10
2024_2025,661,Curtis Lazar,29,NJD,C,48,2,3,5,-6,14,2,0,0,0,3,0,0,27,7.4,51,507:13:00,10:34,205,195,51.3,17,107,3,11
2024_2025,662,Nick Leddy,33,STL,D,31,2,3,5,6,2,2,0,0,0,3,0,0,21,9.5,50,578:47:00,18:40,0,0,,26,5,11,43
2024_2025,663,Vinni Lettieri,29,BOS,C,26,3,2,5,-9,6,3,0,0,0,2,0,0,52,5.8,95,351:28:00,13:31,11,11,50,16,60,10,6
2024_2025,664,Nils Lundkvist,24,DAL,D,39,0,5,5,4,20,0,0,0,0,5,0,0,52,0,145,585:26:00,15:01,0,0,,34,23,6,31
2024_2025,665,Olle Lycksell,25,PHI,RW,19,0,5,5,-3,2,0,0,0,0,4,1,0,10,0,34,225:56:00,11:53,2,2,50,5,9,4,17
2024_2025,666,Philippe Myers,28,TOR,D,36,2,3,5,0,15,2,0,0,0,3,0,0,46,4.3,121,584:17:00,16:14,0,0,,42,76,13,45
2024_2025,667,Liam Ohgren,21,MIN,LW,24,2,3,5,-6,2,2,0,0,1,2,1,0,32,6.3,66,266:32:00,11:06,0,0,,12,24,5,9
2024_2025,668,Sam Rinzel,20,CHI,D,9,0,5,5,1,0,0,0,0,0,2,3,0,22,0,51,210:15:00,23:22,0,0,,5,12,2,13
2024_2025,669,Ryan Shea,27,PIT,D,39,2,3,5,-9,14,2,0,0,0,2,1,0,19,10.5,65,652:19:00,16:44,0,0,,51,20,14,35
2024_2025,670,Devin Shore,30,MIN,C,55,1,4,5,-8,6,1,0,0,0,4,0,0,41,2.4,77,475:51:00,8:39,51,52,49.5,37,76,7,14
2024_2025,671,Juuso Välimäki,26,UTA,D,43,2,3,5,-5,14,2,0,0,0,3,0,0,40,5,109,711:47:00,16:33,0,0,,49,23,11,40
2024_2025,672,Adam Wilsby,24,NSH,D,23,1,4,5,3,6,1,0,0,0,4,0,0,33,3,75,416:16:00,18:06,0,0,,17,18,10,24
2024_2025,673,Oliver Kylington,27,2TM,D,19,1,4,5,-2,8,1,0,0,0,4,0,0,6,16.7,31,233:36:00,12:18,0,0,,18,3,5,15
2024_2025,673,Oliver Kylington,27,COL,D,13,1,3,4,-3,4,1,0,0,0,3,0,0,4,25,24,168:51:00,12:59,0,0,,15,2,5,11
2024_2025,673,Oliver Kylington,27,ANA,D,6,0,1,1,1,4,0,0,0,0,1,0,0,2,0,7,64:45:00,10:48,0,0,,3,1,0,4
2024_2025,674,Fraser Minten,20,2TM,C,21,3,2,5,-5,2,3,0,0,1,1,1,0,24,12.5,52,273:29:00,13:01,77,91,45.8,10,48,2,10
2024_2025,674,Fraser Minten,20,TOR,C,15,2,2,4,-4,0,2,0,0,1,1,1,0,16,12.5,37,183:26:00,12:14,53,58,47.7,8,36,1,4
2024_2025,674,Fraser Minten,20,BOS,C,6,1,0,1,-1,2,1,0,0,0,0,0,0,8,12.5,15,90:03:00,15:01,24,33,42.1,2,12,1,6
2024_2025,675,Erik Johnson,36,2TM,D,36,2,3,5,1,15,2,0,0,0,2,0,1,37,5.4,78,525:10:00,14:35,0,0,,26,59,16,26
2024_2025,675,Erik Johnson,36,PHI,D,22,1,2,3,-3,11,1,0,0,0,1,0,1,14,7.1,29,292:42:00,13:18,0,0,,14,40,8,18
2024_2025,675,Erik Johnson,36,COL,D,14,1,1,2,4,4,1,0,0,0,1,0,0,23,4.3,49,232:28:00,16:36,0,0,,12,19,8,8
2024_2025,676,Kieffer Bellows,26,NSH,LW,19,2,2,4,-6,6,2,0,0,1,0,2,0,28,7.1,57,202:49:00,10:40,2,1,66.7,6,35,3,10
2024_2025,677,Lucas Carlsson,27,SJS,D,13,1,3,4,-2,14,1,0,0,1,3,0,0,15,6.7,40,251:43:00,19:22,0,0,,14,4,6,6
2024_2025,678,Louis Crevier,23,CHI,D,32,3,1,4,-6,10,3,0,0,0,1,0,0,28,10.7,72,553:08:00,17:17,0,0,,49,70,4,30
2024_2025,679,Hudson Fasching,29,NYI,RW,43,2,2,4,-4,6,2,0,0,0,2,0,0,51,3.9,90,476:31:00,11:05,2,8,20,17,28,9,27
2024_2025,680,Jonah Gadjovich,26,FLA,LW,42,4,0,4,-7,60,4,0,0,2,0,0,0,43,9.3,89,354:55:00,8:27,3,2,60,21,127,2,4
2024_2025,681,Ryan Graves,29,PIT,D,61,1,3,4,-15,29,1,0,0,0,3,0,0,39,2.6,134,914:24:00,14:59,0,0,,73,75,18,63
2024_2025,682,Erik Gudbranson,33,CBJ,D,16,0,4,4,1,6,0,0,0,0,4,0,0,12,0,40,284:20:00,17:46,0,0,,19,26,3,16
2024_2025,683,Juha Jaaska,26,CAR,F,18,0,4,4,0,9,0,0,0,0,3,0,1,11,0,28,160:43:00,8:56,16,15,51.6,3,20,1,8
2024_2025,684,Ross Johnston,30,ANA,LW,43,1,3,4,-2,72,1,0,0,1,3,0,0,9,11.1,31,373:43:00,8:41,0,2,0,20,134,3,18
2024_2025,685,Arthur Kaliyev,23,NYR,RW,14,3,1,4,2,2,3,0,0,0,1,0,0,21,14.3,35,156:57:00,11:13,0,0,,2,7,0,4
2024_2025,686,Rory Kerins,22,CGY,C,5,0,4,4,3,0,0,0,0,0,3,1,0,3,0,13,61:08:00,12:14,2,4,33.3,2,4,0,5
2024_2025,687,John Klingberg,32,EDM,D,11,1,3,4,0,8,1,0,0,0,3,0,0,19,5.3,39,189:41:00,17:15,0,0,,13,5,1,14
2024_2025,688,Logan Mailloux,21,MTL,D,7,2,2,4,-5,6,2,0,0,0,2,0,0,10,20,22,113:26:00,16:12,0,0,,8,9,0,4
2024_2025,689,Nikolas Matinpalo,26,OTT,D,41,1,3,4,-2,20,1,0,0,0,3,0,0,43,2.3,94,517:00:00,12:37,0,0,,29,25,8,31
2024_2025,690,Ivan Miroshnichenko,20,WSH,LW,18,1,3,4,1,0,1,0,0,0,2,1,0,14,7.1,32,168:10:00,9:21,0,0,,8,28,3,11
2024_2025,691,Oliver Moore,20,CHI,C,9,0,4,4,-2,4,0,0,0,0,4,0,0,10,0,16,122:12:00,13:35,11,16,40.7,2,6,1,11
2024_2025,692,Simon Nemec,20,NJD,D,27,2,2,4,-10,14,2,0,0,1,0,2,0,26,7.7,63,404:29:00,14:59,0,0,,26,2,5,24
2024_2025,693,Zack Ostapchuk,21,2TM,C,56,1,3,4,-8,45,1,0,0,0,3,0,0,26,3.8,53,527:29:00,9:25,137,145,48.6,21,110,8,19
2024_2025,693,Zack Ostapchuk,21,OTT,C,43,1,3,4,-7,26,1,0,0,0,3,0,0,20,5,43,401:16:00,9:20,85,88,49.1,11,86,7,13
2024_2025,693,Zack Ostapchuk,21,SJS,C,13,0,0,0,-1,19,0,0,0,0,0,0,0,6,0,10,126:13:00,9:43,52,57,47.7,10,24,1,6
2024_2025,694,Jimmy Snuggerud,20,STL,RW,7,1,3,4,0,0,0,1,0,0,3,0,0,10,10,27,108:16:00,15:28,0,0,,4,3,4,7
2024_2025,695,Tyson Barrie,33,CGY,D,13,1,2,3,-7,4,1,0,0,0,0,2,0,19,5.3,40,205:25:00,15:48,0,0,,12,10,2,11
2024_2025,696,Kyle Burroughs,29,LAK,D,33,0,3,3,3,39,0,0,0,0,3,0,0,6,0,28,258:00:00,7:49,0,0,,14,42,3,19
2024_2025,697,Nikita Chibrikov,21,WPG,RW,4,2,1,3,1,0,2,0,0,0,0,1,0,6,33.3,10,45:37:00,11:24,0,0,,4,9,1,3
2024_2025,698,Vincent Desharnais,28,3TM,D,51,0,3,3,-9,45,0,0,0,0,3,0,0,28,0,92,811:52:00,15:55,0,0,,83,87,3,40
2024_2025,698,Vincent Desharnais,28,VAN,D,34,0,3,3,-5,34,0,0,0,0,3,0,0,20,0,63,543:04:00,15:58,0,0,,48,54,3,30
2024_2025,698,Vincent Desharnais,28,PIT,D,10,0,0,0,-4,4,0,0,0,0,0,0,0,7,0,25,144:04:00,14:24,0,0,,20,19,0,4
2024_2025,698,Vincent Desharnais,28,SJS,D,7,0,0,0,0,7,0,0,0,0,0,0,0,1,0,4,124:44:00,17:49,0,0,,15,14,0,6
2024_2025,699,Nicolas Deslauriers,33,PHI,LW,31,2,1,3,-9,15,2,0,0,0,1,0,0,25,8,55,236:42:00,7:38,1,2,33.3,9,85,1,9
2024_2025,700,Dryden Hunt,29,CGY,LW,5,0,3,3,-1,0,0,0,0,0,3,0,0,5,0,8,58:17:00,11:39,2,0,100,3,10,2,4
2024_2025,701,Matthew Kessel,24,STL,D,29,0,3,3,-3,10,0,0,0,0,3,0,0,17,0,55,381:04:00,13:08,0,0,,23,22,6,31
2024_2025,702,Pyotr Kochetkov,25,CAR,G,47,0,3,3,0,8,0,0,0,0,2,1,0,1,0,1,2790:42:00,59:23:00,0,0,,0,0,0,17
2024_2025,703,Maveric Lamoureux,21,UTA,D,15,1,2,3,3,42,1,0,0,0,2,0,0,17,5.9,41,241:52:00,16:07,0,0,,11,18,3,16
2024_2025,704,Andre Lee,24,LAK,LW,19,1,2,3,-5,11,1,0,0,1,2,0,0,18,5.6,31,174:15:00,9:10,0,0,,10,36,4,8
2024_2025,705,Cameron Lund,20,SJS,C,11,2,1,3,-10,4,1,1,0,0,1,0,0,12,16.7,19,126:34:00,11:30,2,1,66.7,2,7,1,2
2024_2025,706,Fabian Lysell,22,BOS,RW,12,1,2,3,-4,6,0,1,0,1,2,0,0,21,4.8,38,161:18:00,13:27,0,0,,2,5,2,3
2024_2025,707,Zack MacEwen,28,OTT,C,21,2,1,3,0,21,2,0,0,0,1,0,0,26,7.7,47,162:59:00,7:46,6,8,42.9,7,49,3,7
2024_2025,708,Rutger McGroarty,20,PIT,RW,8,1,2,3,0,0,1,0,0,0,2,0,0,11,9.1,22,116:53:00,14:37,0,1,0,5,12,2,5
2024_2025,709,Alex Nedeljkovic,29,PIT,G,38,1,2,3,0,2,1,0,0,0,1,1,0,1,100,1,2150:51:00,56:36:00,0,0,,0,0,0,13
2024_2025,710,Matthew Nieto,32,PIT,LW,32,1,2,3,-8,4,1,0,0,0,1,1,0,31,3.2,46,392:00:00,12:15,2,3,40,20,39,1,19
2024_2025,711,Elias Pettersson,20,VAN,D,28,1,2,3,-4,17,1,0,0,0,2,0,0,19,5.3,68,359:01:00,12:49,0,0,,16,39,1,24
2024_2025,712,Owen Pickering,21,PIT,D,25,1,2,3,-5,6,1,0,0,0,2,0,0,15,6.7,51,370:23:00,14:49,0,0,,19,13,5,11
2024_2025,713,Valtteri Puustinen,25,PIT,RW,13,2,1,3,-4,4,0,2,0,0,1,0,0,8,25,16,128:36:00,9:54,0,0,,5,10,3,4
2024_2025,714,Ilya Sorokin,29,NYI,G,61,1,2,3,0,2,1,0,0,0,2,0,0,0,,0,3498:51:00,57:21:00,0,0,,0,0,0,5
2024_2025,715,Spencer Stastney,25,NSH,D,23,0,3,3,-7,4,0,0,0,0,3,0,0,15,0,43,372:03:00,16:11,0,0,,24,8,5,20
2024_2025,716,Mitchell Stephens,27,SEA,C,28,1,2,3,-8,6,1,0,0,0,2,0,0,19,5.3,37,258:19:00,9:14,104,90,53.6,4,25,1,8
2024_2025,717,Akil Thomas,25,LAK,C,25,1,2,3,-4,7,1,0,0,0,2,0,0,20,5,36,247:51:00,9:55,18,23,43.9,12,42,1,5
2024_2025,718,Marc-Édouard Vlasic,37,SJS,D,27,1,2,3,-10,2,1,0,0,0,1,0,1,20,5,52,394:53:00,14:38,0,0,,40,4,4,26
2024_2025,719,Austin Watson,33,DET,LW,13,3,0,3,1,17,3,0,0,0,0,0,0,13,23.1,23,102:06:00,7:51,2,1,66.7,2,36,1,5
2024_2025,720,Dustin Wolf,23,CGY,G,53,0,3,3,0,2,0,0,0,0,2,1,0,0,,0,3182:22:00,60:03:00,0,0,,0,0,0,19
2024_2025,721,Kailer Yamamoto,26,UTA,RW,12,2,1,3,-1,2,1,1,0,0,0,1,0,13,15.4,26,145:21:00,12:07,2,0,100,4,9,1,8
2024_2025,722,Walker Duehr,27,2TM,F,24,2,1,3,-11,0,2,0,0,0,1,0,0,15,13.3,33,211:17:00,8:48,1,8,11.1,15,49,0,12
2024_2025,722,Walker Duehr,27,CGY,F,16,0,1,1,-6,0,0,0,0,0,1,0,0,9,0,22,140:49:00,8:48,1,7,12.5,12,28,0,6
2024_2025,722,Walker Duehr,27,SJS,F,8,2,0,2,-5,0,2,0,0,0,0,0,0,6,33.3,11,70:28:00,8:49,0,1,0,3,21,0,6
2024_2025,723,Andreas Englund,29,2TM,D,35,1,2,3,-9,48,1,0,0,0,2,0,0,17,5.9,43,464:09:00,13:16,0,0,,40,78,6,23
2024_2025,723,Andreas Englund,29,LAK,D,11,1,0,1,-1,12,1,0,0,0,0,0,0,4,25,7,113:49:00,10:21,0,0,,7,20,1,8
2024_2025,723,Andreas Englund,29,NSH,D,24,0,2,2,-8,36,0,0,0,0,2,0,0,13,0,36,350:20:00,14:36,0,0,,33,58,5,15
2024_2025,724,David Jiříček,21,2TM,D,12,1,2,3,0,6,1,0,0,0,2,0,0,9,11.1,25,145:25:00,12:07,0,0,,7,12,3,15
2024_2025,724,David Jiříček,21,CBJ,D,6,0,1,1,-2,4,0,0,0,0,1,0,0,5,0,13,67:11:00,11:12,0,0,,4,6,1,4
2024_2025,724,David Jiříček,21,MIN,D,6,1,1,2,2,2,1,0,0,0,1,0,0,4,25,12,78:14:00,13:02,0,0,,3,6,2,11
2024_2025,725,Pierre-Olivier Joseph,25,2TM,D,47,0,3,3,-22,45,0,0,0,0,3,0,0,42,0,122,717:17:00,15:16,0,0,,36,36,20,53
2024_2025,725,Pierre-Olivier Joseph,25,STL,D,23,0,2,2,-7,23,0,0,0,0,2,0,0,22,0,47,301:27:00,13:06,0,0,,13,13,7,28
2024_2025,725,Pierre-Olivier Joseph,25,PIT,D,24,0,1,1,-15,22,0,0,0,0,1,0,0,20,0,75,415:50:00,17:20,0,0,,23,23,13,25
2024_2025,726,Marc McLaughlin,25,2TM,F,14,2,1,3,-2,0,2,0,0,0,1,0,0,13,15.4,24,128:53:00,9:12,14,18,43.8,6,28,2,6
2024_2025,726,Marc McLaughlin,25,BOS,F,12,2,0,2,-1,0,2,0,0,0,0,0,0,13,15.4,23,110:21:00,9:12,12,16,42.9,6,23,2,6
2024_2025,726,Marc McLaughlin,25,NJD,F,2,0,1,1,-1,0,0,0,0,0,1,0,0,0,,1,18:32,9:16,2,2,50,0,5,0,0
2024_2025,727,Nicolas Aubé-Kubel,28,2TM,RW,22,1,1,2,-5,19,1,0,0,0,1,0,0,18,5.6,42,207:16:00,9:25,5,3,62.5,3,40,9,12
2024_2025,727,Nicolas Aubé-Kubel,28,BUF,RW,19,1,1,2,-4,17,1,0,0,0,1,0,0,18,5.6,38,181:03:00,9:32,4,2,66.7,3,33,8,11
2024_2025,727,Nicolas Aubé-Kubel,28,NYR,RW,3,0,0,0,-1,2,0,0,0,0,0,0,0,0,,4,26:13:00,8:44,1,1,50,0,7,1,1
2024_2025,728,Robert Bortuzzo,35,UTA,D,17,0,2,2,-2,22,0,0,0,0,2,0,0,8,0,18,186:12:00,10:57,0,0,,26,21,0,18
2024_2025,729,Luca Cagnoni,20,SJS,D,6,0,2,2,-4,8,0,0,0,0,1,1,0,7,0,23,105:51:00,17:39,0,0,,9,1,2,5
2024_2025,730,Joey Daccord,28,SEA,G,57,0,2,2,0,0,0,0,0,0,1,0,1,1,0,2,3295:15:00,57:49:00,0,0,,0,0,0,25
2024_2025,731,Ivan Demidov,19,MTL,RW,2,1,1,2,1,0,1,0,0,0,1,0,0,5,20,10,27:25:00,13:43,0,1,0,0,2,0,1
2024_2025,732,Filip Gustavsson,26,MIN,G,58,1,1,2,0,0,0,1,0,0,0,1,0,2,50,2,3423:35:00,59:02:00,0,0,,0,0,0,14
2024_2025,733,John Hayden,29,SEA,C,20,1,1,2,0,31,1,0,0,0,1,0,0,20,5,38,170:10:00,8:31,31,27,53.4,19,44,3,5
2024_2025,734,Ben Hutton,31,VEG,D,11,0,2,2,0,0,0,0,0,0,2,0,0,11,0,28,145:34:00,13:14,0,0,,19,10,0,4
2024_2025,735,Grant Hutton,29,NYI,D,13,0,2,2,1,4,0,0,0,0,2,0,0,10,0,20,175:00:00,13:28,0,0,,12,13,2,8
2024_2025,736,Connor Ingram,27,UTA,G,22,0,2,2,0,4,0,0,0,0,2,0,0,0,,0,1210:07:00,55:00:00,0,0,,0,0,0,11
2024_2025,737,Tyler Johnson,34,BOS,C,9,0,2,2,-1,10,0,0,0,0,1,1,0,6,0,16,117:42:00,13:05,7,4,63.6,2,5,0,2
2024_2025,738,Max Jones,26,2TM,LW,26,1,1,2,-13,18,1,0,0,0,1,0,0,17,5.9,44,243:54:00,9:23,0,0,,8,71,1,8
2024_2025,738,Max Jones,26,BOS,LW,7,0,0,0,-4,8,0,0,0,0,0,0,0,2,0,7,70:04:00,10:01,0,0,,3,14,0,4
2024_2025,738,Max Jones,26,EDM,LW,19,1,1,2,-9,10,1,0,0,0,1,0,0,15,6.7,37,173:50:00,9:09,0,0,,5,57,1,4
2024_2025,739,Oliver Kapanen,21,MTL,C,18,0,2,2,-5,2,0,0,0,0,1,1,0,16,0,36,196:01:00,10:53,24,32,42.9,8,1,1,8
2024_2025,740,Spencer Knight,23,2TM,G,38,0,2,2,0,0,0,0,0,0,2,0,0,0,,0,2202:51:00,57:58:00,0,0,,0,0,0,20
2024_2025,740,Spencer Knight,23,FLA,G,23,0,2,2,0,0,0,0,0,0,2,0,0,0,,0,1298:26:00,56:27:00,0,0,,0,0,0,13
2024_2025,740,Spencer Knight,23,CHI,G,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,904:25:00,60:18:00,0,0,,0,0,0,7
2024_2025,741,Kevin Korchinski,20,CHI,D,16,1,1,2,-5,8,1,0,0,0,1,0,0,14,7.1,32,273:26:00,17:05,0,0,,14,2,4,14
2024_2025,742,John Ludvig,24,COL,D,8,0,2,2,-4,6,0,0,0,0,2,0,0,9,0,13,103:36:00,12:57,0,0,,6,16,1,5
2024_2025,743,Matt Martin,35,NYI,LW,32,0,2,2,-5,10,0,0,0,0,2,0,0,17,0,39,273:34:00,8:33,8,7,53.3,19,82,3,15
2024_2025,744,Dylan McIlrath,32,WSH,D,17,0,2,2,-3,28,0,0,0,0,2,0,0,10,0,36,198:09:00,11:39,0,0,,14,38,3,17
2024_2025,745,Keaton Middleton,26,COL,D,41,0,2,2,0,28,0,0,0,0,2,0,0,44,0,111,470:58:00,11:29,0,0,,37,69,7,27
2024_2025,746,Liam O'Brien,30,UTA,C,28,0,2,2,1,50,0,0,0,0,2,0,0,34,0,73,260:19:00,9:18,0,4,0,11,100,2,8
2024_2025,747,Brennan Othmann,22,NYR,LW,22,0,2,2,7,2,0,0,0,0,2,0,0,20,0,49,219:22:00,9:58,0,3,0,7,43,1,6
2024_2025,748,Noah Philp,26,EDM,F,15,0,2,2,1,2,0,0,0,0,2,0,0,17,0,35,136:08:00,9:05,40,62,39.2,7,15,1,8
2024_2025,749,Ryan Reaves,38,TOR,RW,35,0,2,2,-2,28,0,0,0,0,2,0,0,14,0,31,273:01:00,7:48,0,1,0,8,103,4,10
2024_2025,750,Mike Reilly,31,NYI,D,18,0,2,2,-3,2,0,0,0,0,2,0,0,31,0,68,273:01:00,15:10,0,0,,14,3,2,16
2024_2025,751,Cole Reinhardt,24,OTT,LW,17,1,1,2,-4,15,1,0,0,0,1,0,0,13,7.7,22,139:26:00,8:12,1,0,100,2,37,1,7
2024_2025,752,Justin Robidas,21,CAR,C,2,1,1,2,1,0,1,0,0,0,1,0,0,3,33.3,7,22:17,11:09,8,10,44.4,0,2,0,1
2024_2025,753,Joshua Roy,21,MTL,RW,12,2,0,2,-6,2,2,0,0,0,0,0,0,14,14.3,30,132:13:00,11:01,1,0,100,8,6,3,5
2024_2025,754,Michael Sgarbossa,32,WSH,C,3,1,1,2,2,2,1,0,0,0,1,0,0,1,100,4,28:01:00,9:20,9,11,45,1,1,0,0
2024_2025,755,Ty Smith,24,CAR,D,8,1,1,2,1,4,0,1,0,0,1,0,0,14,7.1,26,109:19:00,13:40,0,0,,5,2,1,3
2024_2025,756,Alex Steeves,25,TOR,F,7,1,1,2,3,0,1,0,0,0,1,0,0,7,14.3,12,69:14:00,9:53,0,0,,1,19,0,0
2024_2025,757,Linus Ullmark,31,OTT,G,44,0,2,2,0,0,0,0,0,0,2,0,0,0,,1,2467:17:00,56:04:00,0,0,,0,0,0,5
2024_2025,758,Andrei Vasilevskiy,30,TBL,G,63,0,2,2,0,8,0,0,0,0,2,0,0,0,,1,3743:05:00,59:25:00,0,0,,0,0,0,23
2024_2025,759,Wyatt Aamodt,27,COL,D,2,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,6,34:14:00,17:07,0,0,,9,6,1,3
2024_2025,760,Frederik Andersen,35,CAR,G,22,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,1319:31:00,59:59:00,0,0,,0,0,0,11
2024_2025,761,Joey Anderson,26,CHI,RW,18,0,1,1,-2,0,0,0,0,0,1,0,0,17,0,31,223:05:00,12:24,3,2,60,13,12,8,4
2024_2025,762,Jaret Anderson-Dolan,25,WPG,C,7,0,1,1,3,4,0,0,0,0,1,0,0,8,0,12,69:33:00,9:56,1,1,50,6,23,1,2
2024_2025,763,Yaroslav Askarov,22,SJS,G,13,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,716:48:00,55:08:00,0,0,,0,0,0,6
2024_2025,764,Andreas Athanasiou,30,CHI,C,8,1,0,1,-1,0,1,0,0,0,0,0,0,8,12.5,15,80:13:00,10:02,26,30,46.4,6,6,2,2
2024_2025,765,Arshdeep Bains,24,VAN,F,13,1,0,1,-5,0,1,0,0,1,0,0,0,8,12.5,16,136:33:00,10:30,3,1,75,7,17,1,4
2024_2025,766,Owen Beck,20,MTL,C,12,0,1,1,-2,0,0,0,0,0,1,0,0,10,0,18,119:48:00,9:59,21,18,53.8,8,23,1,11
2024_2025,767,Emil Bemström,25,PIT,C,14,0,1,1,0,0,0,0,0,0,1,0,0,13,0,25,116:38:00,8:20,2,1,66.7,3,12,1,5
2024_2025,768,Clark Bishop,28,CGY,C,6,1,0,1,-2,0,1,0,0,0,0,0,0,4,25,4,43:30:00,7:15,7,11,38.9,2,8,1,2
2024_2025,769,Mackenzie Blackwood,28,2TM,G,56,0,1,1,0,2,0,0,0,0,0,1,0,1,0,1,3223:38:00,57:34:00,0,0,,0,0,0,11
2024_2025,769,Mackenzie Blackwood,28,SJS,G,19,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1058:33:00,55:43:00,0,0,,0,0,0,9
2024_2025,769,Mackenzie Blackwood,28,COL,G,37,0,1,1,0,2,0,0,0,0,0,1,0,1,0,1,2165:05:00,58:31:00,0,0,,0,0,0,2
2024_2025,770,Matěj Blümel,24,DAL,RW,7,1,0,1,-1,0,1,0,0,0,0,0,0,10,10,15,59:02:00,8:26,0,0,,1,6,1,2
2024_2025,771,Sergei Bobrovsky,36,FLA,G,54,0,1,1,0,4,0,0,0,0,0,1,0,3,0,3,3199:59:00,59:16:00,0,0,,0,0,0,20
2024_2025,772,Skyler Brind'Amour,25,CAR,C,2,1,0,1,-3,2,1,0,0,0,0,0,0,1,100,5,33:10:00,16:35,17,8,68,1,1,0,4
2024_2025,773,Josh Brown,31,EDM,D,10,0,1,1,-2,11,0,0,0,0,1,0,0,9,0,18,126:06:00,12:37,0,0,,18,21,0,3
2024_2025,774,Patrick Brown,32,BOS,C,15,0,1,1,-2,8,0,0,0,0,1,0,0,11,0,22,158:29:00,10:34,20,24,45.5,12,46,3,10
2024_2025,775,Callahan Burke,27,VEG,C,7,1,0,1,2,2,1,0,0,0,0,0,0,12,8.3,17,75:53:00,10:50,1,0,100,3,0,0,3
